辞書,文境界,キー（＝表層形）,語彙素,語彙素細分類,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,いや,いや,,イヤ,感動詞-一般,,,イヤ,イヤ,和,いや,イヤ,2513
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,ほんの,本の,,ホンノ,連体詞,,,ホンノ,ホンノ,混,ほんの,ホンノ,34953
現代語,I,一,一,,イチ,名詞-数詞,,,イッ,イッ,漢,一,イチ,2050
現代語,I,分,分,,フン,名詞-普通名詞-助数詞可能,,,プン,プン,漢,分,フン,33236
現代語,I,くらい,くらい,,クライ,助詞-副助詞,,,クライ,クライ,和,くらい,クライ,10403
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,だいたい,大体,,ダイタイ,名詞-普通名詞-副詞可能,,,ダイタイ,ダイタイ,漢,だいたい,ダイタイ,23027
現代語,I,想像,想像,,ソウゾウ,名詞-普通名詞-サ変可能,,,ソーゾー,ソウゾウ,漢,想像,ソウゾウ,21098
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,て,てる,,テル,助動詞,下一段-タ行,連用形-一般,テ,テ,和,てる,テル,25287
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,こと,事,,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
現代語,I,だっ,だ,,ダ,助動詞,助動詞-ダ,連用形-促音便,ダッ,ダッ,和,だ,ダ,22916
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,恋愛,恋愛,,レンアイ,名詞-普通名詞-サ変可能,,,レンアイ,レンアイ,漢,恋愛,レンアイ,40748
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,全く,全く,,マッタク,副詞,,,マッタク,マッタク,和,全く,マッタク,35816
現代語,I,興味,興味,,キョウミ,名詞-普通名詞-一般,,,キョーミ,キョウミ,漢,興味,キョウミ,9327
現代語,I,ない,無い,,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,ない,ナイ,27442
現代語,I,って,つう,,ツウ,助動詞,五段-ワア行,連体形-一般,ッテ,ッテ,和,っつう,ッツウ,24376
現代語,I,評判,評判,,ヒョウバン,名詞-普通名詞-一般,,,ヒョーバン,ヒョウバン,漢,評判,ヒョウバン,31774
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,先輩,先輩,,センパイ,名詞-普通名詞-一般,,,センパイ,センパイ,漢,先輩,センパイ,20617
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,！,！,,,補助記号-句点,,,,,記号,！,,45
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,恋愛,恋愛,,レンアイ,名詞-普通名詞-サ変可能,,,レンアイ,レンアイ,漢,恋愛,レンアイ,40748
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,わから,分かる,,ワカル,動詞-一般,五段-ラ行,未然形-一般,ワカラ,ワカラ,和,わかる,ワカル,41180
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,けど,けれど,,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド,11238
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,人間,人間,,ニンゲン,名詞-普通名詞-一般,,,ニンゲン,ニンゲン,漢,人間,ニンゲン,28642
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,行動,行動,,コウドウ,名詞-普通名詞-サ変可能,,,コードー,コウドウ,漢,行動,コウドウ,12285
現代語,I,パターン,パターン,pattern,パターン,名詞-普通名詞-一般,,,パターン,パターン,外,パターン,パターン,30956
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,観察,観察,,カンサツ,名詞-普通名詞-サ変可能,,,カンサツ,カンサツ,漢,観察,カンサツ,7598
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,から,から,,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ,7218
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,より,より,,ヨリ,助詞-格助詞,,,ヨリ,ヨリ,和,より,ヨリ,39501
現代語,I,—,—,,,補助記号-一般,,,,,記号,—,,86206
現代語,I,—,—,,,補助記号-一般,,,,,記号,—,,86206
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,振り返り,振り返る,,フリカエル,動詞-一般,五段-ラ行,連用形-一般,フリカエリ,フリカエリ,和,振り返る,フリカエル,33100
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,階段,階段,,カイダン,名詞-普通名詞-一般,,,カイダン,カイダン,漢,階段,カイダン,5825
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,上,上,,ウエ,名詞-普通名詞-副詞可能,,,ウエ,ウエ,和,上,ウエ,2957
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,見る,見る,,ミル,動詞-非自立可能,上一段-マ行,終止形-一般,ミル,ミル,和,見る,ミル,36920
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,君,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,君,クン,10654
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,聞い,聞く,,キク,動詞-一般,五段-カ行,連用形-イ音便,キー,キイ,和,聞く,キク,8399
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,でしょ,です,,デス,助動詞,助動詞-デス,意志推量形,デショ,デショ,和,です,デス,25653
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,降り,下りる,,オリル,動詞-一般,上一段-ラ行,連用形-一般,オリ,オリ,和,降りる,オリル,5356
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,き,来る,,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,くる,クル,10518
現代語,I,たら,た,,タ,助動詞,助動詞-タ,仮定形-一般,タラ,タラ,和,た,タ,21642
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:沈黙,沈黙,,チンモク,名詞-普通名詞-サ変可能,,,チンモク,チンモク,漢,沈黙,チンモク,24300
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,:n::n:蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,気,気,,キ,名詞-普通名詞-一般,,,キ,キ,漢,気,キ,8263
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,せい,所為,,セイ,名詞-普通名詞-一般,,,セー,セイ,漢,せい,セイ,19683
現代語,I,か,か,,カ,助詞-終助詞,,,カ,カ,和,か,カ,5569
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,まあ,まあ,,マア,副詞,,,マー,マア,和,まあ,マア,35378
現代語,I,いい,良い,,ヨイ,形容詞-非自立可能,形容詞,終止形-一般,イー,イイ,和,いい,イイ,38988
現代語,I,や,や,,ヤ,助詞-終助詞,,,ヤ,ヤ,和,や,ヤ,38086
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,え,えっ,,エッ,感動詞-一般,,,エ,エ,和,え,エ,3882
現代語,I,！,！,,,補助記号-句点,,,,,記号,！,,45
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,くん,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,くん,クン,10654
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,い,居る,,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル,2585
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,の,の,,ノ,助詞-終助詞,,,ノ,ノ,和,の,ノ,28991
現代語,I,！,！,,,補助記号-句点,,,,,記号,！,,45
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:（,（,,,補助記号-括弧開,,,,,記号,（,,46
現代語,I,階段,階段,,カイダン,名詞-普通名詞-一般,,,カイダン,カイダン,漢,階段,カイダン,5825
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,上,上,,ウエ,名詞-普通名詞-副詞可能,,,ウエ,ウエ,和,上,ウエ,2957
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,視点,視点,,シテン,名詞-普通名詞-一般,,,シテン,シテン,漢,視点,シテン,15575
現代語,I,）,）,,,補助記号-括弧閉,,,,,記号,）,,49
現代語,B,:n::n:話せる,話す,,ハナス,動詞-一般,下一段-サ行,連体形-一般,ハナセル,ハナセル,和,話せる,ハナセル,29989
現代語,I,わけ,訳,,ワケ,名詞-普通名詞-一般,,,ワケ,ワケ,和,わけ,ワケ,41224
現代語,I,ない,無い,,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,ない,ナイ,27442
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,:n::n:（,（,,,補助記号-括弧開,,,,,記号,（,,46
現代語,I,聞い,聞く,,キク,動詞-一般,五段-カ行,連用形-イ音便,キー,キイ,和,聞く,キク,8399
現代語,I,て,てる,,テル,助動詞,下一段-タ行,連用形-一般,テ,テ,和,てる,テル,25287
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,全部,全部,,ゼンブ,名詞-普通名詞-副詞可能,,,ゼンブ,ゼンブ,漢,全部,ゼンブ,20884
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,最初,最初,,サイショ,名詞-普通名詞-副詞可能,,,サイショ,サイショ,漢,最初,サイショ,13728
現代語,I,から,から,,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,）,）,,,補助記号-括弧閉,,,,,記号,）,,49
現代語,B,:n::n:恋愛,恋愛,,レンアイ,名詞-普通名詞-サ変可能,,,レンアイ,レンアイ,漢,恋愛,レンアイ,40748
現代語,I,感情,感情,,カンジョウ,名詞-普通名詞-一般,,,カンジョー,カンジョウ,漢,感情,カンジョウ,7653
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,わから,分かる,,ワカル,動詞-一般,五段-ラ行,未然形-一般,ワカラ,ワカラ,和,わかる,ワカル,41180
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,怖かっ,怖い,,コワイ,形容詞-一般,形容詞,連用形-促音便,コワカッ,コワカッ,和,怖い,コワイ,13129
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,B,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,なら,だ,,ダ,助動詞,助動詞-ダ,仮定形-一般,ナラ,ナラ,和,だ,ダ,22916
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,なぜ,何故,,ナゼ,副詞,,,ナゼ,ナゼ,和,なぜ,ナゼ,27841
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,あの,彼の,,アノ,連体詞,,,アノ,アノ,和,あの,アノ,912
現代語,I,時,時,,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ,26231
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,もっと,もっと,,モット,副詞,,,モット,モット,和,もっと,モット,37798
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,B,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,なら,だ,,ダ,助動詞,助動詞-ダ,仮定形-一般,ナラ,ナラ,和,だ,ダ,22916
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,なぜ,何故,,ナゼ,副詞,,,ナゼ,ナゼ,和,なぜ,ナゼ,27841
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,あの,彼の,,アノ,連体詞,,,アノ,アノ,和,あの,アノ,912
現代語,I,時,時,,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ,26231
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,もっと,もっと,,モット,副詞,,,モット,モット,和,もっと,モット,37798
現代語,I,—,—,,,補助記号-一般,,,,,記号,—,,86206
現代語,I,—,—,,,補助記号-一般,,,,,記号,—,,86206
現代語,B,（,（,,,補助記号-括弧開,,,,,記号,（,,46
現代語,I,いや,いや,,イヤ,感動詞-一般,,,イヤ,イヤ,和,いや,イヤ,2513
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,待て,待つ,,マツ,動詞-一般,五段-タ行,命令形,マテ,マテ,和,待つ,マツ,35830
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,何,何,,ナニ,代名詞,,,ナニ,ナニ,和,何,ナニ,27920
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,期待,期待,,キタイ,名詞-普通名詞-サ変可能,,,キタイ,キタイ,漢,期待,キタイ,8594
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,いる,居る,,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル,2585
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,）,）,,,補助記号-括弧閉,,,,,記号,）,,49
現代語,B,頭,頭,,アタマ,名詞-普通名詞-一般,,,アタマ,アタマ,和,頭,アタマ,741
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,中,中,,ナカ,名詞-普通名詞-副詞可能,,,ナカ,ナカ,和,中,ナカ,27572
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,ホワイト,ホワイト,white,ホワイト,名詞-普通名詞-一般,,,ホワイト,ホワイト,外,ホワイト,ホワイト,34864
現代語,I,ノイズ,ノイズ,noise,ノイズ,名詞-普通名詞-一般,,,ノイズ,ノイズ,外,ノイズ,ノイズ,28998
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,覆わ,覆う,,オオウ,動詞-一般,五段-ワア行,未然形-一般,オーワ,オオワ,和,覆う,オオウ,4533
現代語,I,れる,れる,,レル,助動詞,助動詞-レル,終止形-一般,レル,レル,和,れる,レル,40741
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,思考,思考,,シコウ,名詞-普通名詞-サ変可能,,,シコー,シコウ,漢,思考,シコウ,15229
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,断片,断片,,ダンペン,名詞-普通名詞-一般,,,ダンペン,ダンペン,漢,断片,ダンペン,23360
現代語,I,化,化,,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
現代語,I,する,為る,,スル,動詞-非自立可能,サ行変格,終止形-一般,スル,スル,和,する,スル,19537
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,許さ,許す,,ユルス,動詞-一般,五段-サ行,未然形-一般,ユルサ,ユルサ,和,許す,ユルス,38938
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,終止形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,:,：,,,補助記号-一般,,,,,記号,:,,53
現代語,I,s,Ｓ,,エス,記号-文字,,,エス,エス,記号,s,エス,3819
現代語,I,h,Ｈ,,エイチ,記号-文字,,,エイチ,エイチ,記号,h,エイチ,3690
現代語,I,e,Ｅ,,イー,記号-文字,,,イー,イー,記号,e,イー,2868
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I, （,（,,,補助記号-括弧開,,,,,記号,（,,46
現代語,I,無,無,,ム,接頭辞,,,ム,ム,漢,無,ム,36989
現代語,I,自覚,自覚,,ジカク,名詞-普通名詞-サ変可能,,,ジカク,ジカク,漢,自覚,ジカク,17766
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
